date_time_utc,picked_up,pitched,call_end_result,City,Name,Address,Website,Phone,Email,Google Rating,Google Reviews,Yelp Rating,Yelp Reviews,FB Rating,FB Reviews,FB Likes,FB Checkins,FB Followers,Title,Description,Adwords,Facebook Ads,Twitter Ads,LinkedIn Ads,Bing Ads,Robot Config,SSL,WordPress,FB URL,Twitter URL,LinkedIn URL,YouTube URL,Instagram URL,Category,Search Type,Crawler Status,Founded,Company Type,Company Size,BBB Profile,State,Years in Business,First Name,Last Name,Contact Job Title,Revenue,Top Keywords
,,,,Hoover,Santa Fe Massage and Wellness,"611 Doug Baker Blvd Ste 214D, Hoover, AL 35242-2006",http://santafemassageandwellness.com,(205) 408-7221,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/al/hoover/profile/spa/santa-fe-massage-and-wellness-0463-65000102,AL,25,Ms. Mary,Sodano,,,
,,,,Tracy,Garnets Day Spa,"67 E 10th St, Tracy, CA 95376-4001",,(209) 832-1139,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/tracy/profile/spa/garnets-day-spa-1156-35003930,CA,25,Garnet,Turner,,,
,,,,Conway,"Solutions Day Spa, Inc.","1130 Pats Ln, Conway, AR 72034",,(501) 329-9000,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ar/conway/profile/spa/solutions-day-spa-inc-0935-90276610,AR,25,,,,,
,,,,Peoria,Planet Beach Contempo Spa,", Peoria, AZ 85382",http://planetbeach.com,(623) 412-3224,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/peoria/profile/spa/planet-beach-contempo-spa-1126-1000026178,AZ,26,None Marla,Arnold,,,
,,,,Russellville,Shear Style,"2621 W Main St STE 5, Russellville, AR 72801-2551",,(479) 968-7673,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ar/russellville/profile/spa/shear-style-0935-90339358,AR,26,Mrs. Robbin,Delgado,,,
,,,,Rehoboth Beach,Inner Reflections Day Spa,"20963 Ann Ave, Rehoboth Beach, DE 19971-1963",,(302) 245-5753,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/de/rehoboth-beach/profile/spa/inner-reflections-day-spa-0251-21003023,DE,26,Janie,Ferebee Maedler,,,
,,,,Springfield,Shari's Spa,"965 Clock Tower Dr # B, Springfield, IL 62704-1303",,(217) 725-2300,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/springfield/profile/spa/sharis-spa-0724-90006962,IL,26,Shari,Gross,,,
,,,,Homer,Wilderness Garden,"1695 Garden Park, Homer, AK 99603",,(907) 235-8754,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ak/homer/profile/spa/wilderness-garden-1296-22486213,AK,26,Anne,Nixon,,,
,,,,Glendale,A Bloom Medical Spa,"17218 N. 72nd. Drive #110, Glendale, AZ 85308-8581",http://www.abloommedspa.com/,"(623) 334-8670,(623) 691-8319",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/glendale/profile/spa/a-bloom-medical-spa-1126-17003417,AZ,26,Dr. Sudeep,Punia,,,
,,,,Lodi,Perfect Balance Day Spa,"401 W Pine Street, Lodi, CA 95240-2023",http://www.perfectbalancedayspa.com,(209) 333-8117,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/lodi/profile/spa/perfect-balance-day-spa-1156-90003475,CA,26,,,,,
,,,,Novi,Urban Oasys Spa,"31196 BECK RD, Novi, MI 48377",http://www.planetbeach.com/,(248) 624-4826,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mi/novi/profile/spa/urban-oasys-spa-0332-90018302,MI,26,,,,,
,,,,Burbank,Naimie's - Burbank,"2721 W Magnolia Blvd, Burbank, CA 91505",https://www.naimies.com/,(818) 655-9923,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/burbank/profile/spa/naimies-burbank-1216-1000024807,CA,26,,,,,
,,,,Minneapolis,HeartSource Spa & Salon,"2505 Harriet Ave, Minneapolis, MN 55405-3456",http://www.heartsourcespa.com,(612) 819-0578,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mn/minneapolis/profile/spa/heartsource-spa-salon-0704-96120298,MN,26,Marilyn,Moore,,,
,,,,Newark,California Skin Care & Day Spa,"6180 Jarvis Ave Ste R, Newark, CA 94560-1200",http://www.cadayspa.com,(510) 795-1804,appointments@cadayspa.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/newark/profile/spa/california-skin-care-day-spa-1116-25161,CA,27,Elena,Aleteanu,,,
,,,,Algona,Innovations Salon & Spa,"1904 Highway 18 E, Algona, IA 50511-1200",,(515) 295-4800,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ia/algona/profile/spa/innovations-salon-spa-0664-32007698,IA,27,Stacy,Besch,,,
,,,,Tempe,Cloud Nine Salon Spa,", Tempe, AZ 85284",http://www.cloudninespa.com,"(480) 496-8303,(602) 598-3429",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/tempe/profile/spa/cloud-nine-salon-spa-1126-10005919,AZ,27,Melissa,Kellow,,,
,,,,Tempe,Cloud Nine Salon Spa,", Tempe, AZ 85284",http://www.cloudninespa.com,"(480) 496-8303,(602) 598-3429",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/tempe/profile/spa/cloud-nine-salon-spa-1126-10005919,AZ,27,Ms. Melissa,Kellow,,,
,,,,Chicago,Thousand Waves Karate,"1212 W Belmont Ave, Chicago, IL 60657-3207",,(773) 549-0700,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/chicago/profile/spa/thousand-waves-karate-0654-88137643,IL,27,Nancy,Lenoue,,,
,,,,Sierra Vista,"Timeless Therapeutic Day Spa, LLC","5100 E Highway 90 Ste D, Sierra Vista, AZ 85635-2444",http://www.timelesstds.com,(520) 458-3644,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/sierra-vista/profile/spa/timeless-therapeutic-day-spa-llc-1286-20007525,AZ,27,Hannah,Meeker,,,
,,,,Charlotte,Voci Med Spa,"7808 Rea Rd STE F, Charlotte, NC 28277-7502",https://www.vocimedspa.com/,"(704) 534-3906,(704) 752-8030",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/nc/charlotte/profile/spa/voci-med-spa-0473-113936,NC,27,Elaine,Voci,,,
,,,,Sault Sainte Marie,Day Makers Salon & Day Spa,"816 Ashmun St, Sault Sainte Marie, MI 49783-2269",https://www.daymakersdayspa.com/,(906) 632-0215,daymakersdayspa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mi/sault-sainte-marie/profile/spa/day-makers-salon-day-spa-0332-90051165,MI,27,,,,,
,,,,Billings,Nail-Issimo! Salon & Spa,"2215 Broadwater Ave Ste 100, Billings, MT 59102-4760",http://www.nail-issimo.com/,(406) 651-9000,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mt/billings/profile/spa/nail-issimo-salon-spa-1296-64089373,MT,27,Teresa,Spitzer,,,
,,,,Lahaina,Makai Massage & Body Work,"38 Polohina Lane #1, Lahaina, HI 96761",http://www.makaimassage.com,(808) 662-0887,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/hi/lahaina/profile/spa/makai-massage-body-work-1296-36007923,HI,28,Susan K.,Barron,,,
,,,,Evansville,Beaux Cheveux International LLP,"401 SE 6th St Ste 102, Evansville, IN 47713-1217",http://www.beauxcheveuxdayspa.com,(812) 421-1788,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/in/evansville/profile/spa/beaux-cheveux-international-llp-0482-3000148,IN,28,Julie,Brendel,,,
,,,,Mount Prospect,Lucyna's Goldfingers European,"401 W Prospect Ave, Mount Prospect, IL 60056-3031",http://www.goldfingersspa.com,(847) 259-7007,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/mount-prospect/profile/spa/lucynas-goldfingers-european-0654-12021430,IL,28,Angela,Jimenez,,,
,,,,Soldotna,Karlene's Acupuncture & Day Spa Inc,"198 W Marydale Ave, Soldotna, AK 99669-7501",http://www.karlenesdayspa.com,(907) 262-7977,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ak/soldotna/profile/spa/karlenes-acupuncture-day-spa-inc-1296-22058641,AK,28,Karlene,Muller,,,
,,,,Hoover,Infinity Med-I-Spa,"2801 John Hawkins Pkwy Ste 179U, Hoover, AL 35244-3100",http://med-i-spa.com,(205) 682-9974,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/al/hoover/profile/spa/infinity-med-i-spa-0463-90004564,AL,28,Dan,Taylor,,,
,,,,Homewood,Infinity Med-I-Spa,"430 Green Springs Hwy Ste 21, Homewood, AL 35209-4924",http://med-i-spa.com/location/homewood,"(888) 744-8746,(205) 290-0021",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/al/homewood/profile/spa/infinity-med-i-spa-0463-16002316,AL,28,,,,,
,,,,Boca Raton,Boca Raton Town Ctr-Aveda Store,"6000 West Glades Road SPC 1087, Boca Raton, FL 33486",http://www.aveda.com,(561) 417-4999,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/fl/boca-raton/profile/spa/boca-raton-town-ctr-aveda-store-0633-92014205,FL,28,,,,,
,,,,Big Sur,Esalen Institute,"55000 Highway 1, Big Sur, CA 93920",http://www.esalen.org,(831) 667-3000,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/big-sur/profile/spa/esalen-institute-1216-1000001480,CA,28,,,,,
,,,,Reisterstown,Dreamers Salon and Day Spa,"226 Main St, Reisterstown, MD 21136-1214",,(410) 833-9999,dreamersdayspa@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/md/reisterstown/profile/spa/dreamers-salon-and-day-spa-0011-23013089,MD,29,Susan,Feinberg,,,
,,,,Wetumpka,Sisters N Effect,"3123 Holtville Rd, Wetumpka, AL 36092-8203",https://www.facebook.com/sistersneffectsalonspaboutique/,(334) 567-3293,snect1@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/al/wetumpka/profile/spa/sisters-n-effect-0463-90108225,AL,29,Ms. Rhonda,Lucas,,,
,,,,Brandon,Releaf Day Spa,"111 N Kings Ave, Brandon, FL 33510-4301",,(813) 684-9191,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/fl/brandon/profile/spa/releaf-day-spa-0653-62003626,FL,29,Polly,Ryan,,,
,,,,Riverside,Spa Covers By Dave,"3185 Chicago Ave # B, Riverside, CA 92507-9002",http://www.spacovers.com,"(909) 781-8154,(951) 781-8154",spacovers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/riverside/profile/spa/spa-covers-by-dave-1066-13062748,CA,29,Dave,Shaverdi,,,
,,,,Riverside,Spa Covers By Dave,"3185 Chicago Ave # B, Riverside, CA 92507-9002",http://www.spacovers.com,"(909) 781-8154, (800) 781-8154,(951) 781-8154",spacovers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/riverside/profile/spa/spa-covers-by-dave-1066-13062748,CA,29,None Dave,Shaverdi,,,
,,,,Grand Haven,"Nature's Envy Salon & Day Spa, LLC","1830 172nd Ave Suite A, Grand Haven, MI 49417-8999",http://www.naturesenvydayspa.com,(616) 844-2456,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mi/grand-haven/profile/spa/natures-envy-salon-day-spa-llc-0372-24004895,MI,30,Molly,Gouveia,,,
,,,,Evansville,"Dukane Skin Care, Inc.","2805 Lincoln Ave., Evansville, IN 47714-1724",http://dukaneskincare.com,(812) 471-3223,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/in/evansville/profile/spa/dukane-skin-care-inc-0482-98347,IN,30,DuKane,Kuebler,,,
,,,,Oklahoma City,Renaissance Salon & Spa,"10440 Broadway Ext, Oklahoma City, OK 73114-6205",http://salonsparen.com/,(405) 751-8888,frontdesk1@coxinet.net,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ok/oklahoma-city/profile/spa/renaissance-salon-spa-0995-90051020,OK,30,Mrs.,Marjorie,,,
,,,,Oakwood,Tudor Day Spa,"1255 Shroyer Rd, Oakwood, OH 45419-3263",http://www.tudordayspa.com,"(937) 293-3035,(937) 293-2553",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/oh/oakwood/profile/spa/tudor-day-spa-0322-19002017,OH,30,Kathleen,McCauley,,,
,,,,Lexington,Rest Assured Massage and Spa,"1795 Alysheba Way STE 3204, Lexington, KY 40509-2280",http://www.restassuredinlexington.com,(859) 286-9859,restassuredmassageandspa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ky/lexington/profile/spa/rest-assured-massage-and-spa-0402-9113576,KY,30,Wanita,Stevenson,,,
,,,,Fairfield,The Raj,"1734 Jasmine Ave, Fairfield, IA 52556-9085",http://www.theraj.com,(641) 472-9580,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ia/fairfield/profile/spa/the-raj-0664-32017199,IA,30,Ashlie,Weitzmon,,,
,,,,Palo-alto,Face To Face with TLC,"1600 Sand Hill Rd, Palo Alto, CA 94304",,(650) 838-9805,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/palo-alto/profile/spa/face-to-face-with-tlc-1216-1000003080,CA,31,Teri,Crandall,,,
,,,,Chicago,The Spa at JW Chicago,"151 W Adams St, Chicago, IL 60603-3601",http://www.marriott.com/spas/chijw-jw-marriott-chicago/the-spa-at-jw/5700851/home-page.mi,(312) 660-8250,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/chicago/profile/spa/the-spa-at-jw-chicago-0654-90015907,IL,31,Business,Manager,,,
,,,,Nashville,Adagio Massage Co. & Spa,"1300 Division St Ste 206, Nashville, TN 37203-4044",http://www.adagiomassageco.com,(615) 777-0602,bascha@adagionashville.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/tn/nashville/profile/spa/adagio-massage-co-spa-0573-37021169,TN,31,,,,,
,,,,Palos Heights,"Glamour to You, Inc.","7008 W. 127th St., Palos Heights, IL 60463-1558",,(708) 448-8998,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/palos-heights/profile/spa/glamour-to-you-inc-0654-88020372,IL,32,Sharon,Svadgis,,,
,,,,Cary,Tanas Hair Designs and Day Spa,"105 Baines Ct, Cary, NC 27511-6625",http://www.tanashairdesigns.com,"(919) 876-2277,(919) 870-7009",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/nc/cary/profile/spa/tanas-hair-designs-and-day-spa-0593-8635,NC,32,"Jalal ""Jack""",Tanas,,,
,,,,Merrimack,Innovations The Salon & Spa,"228 Naticook Rd, Merrimack, NH 03054-4601",http://www.innovationsnh.com,(603) 880-7499,info@innovationsnh.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/nh/merrimack/profile/spa/innovations-the-salon-spa-0051-92001860,NH,33,John,St.,,,
,,,,Glenwood Springs,Yampah Spa Salon,"709 E 6th St, Glenwood Springs, CO 81601-3113",http://www.yampahspa.com,(970) 945-0667,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/co/glenwood-springs/profile/spa/yampah-spa-salon-0805-34007446,CO,33,Patsy,Steele,,,
,,,,Bel Air,Visage Salon & Day Spa,"422 S Main St, Bel Air, MD 21014-3920",http://www.visagesalonandspa.com,(410) 838-3399,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/md/bel-air/profile/spa/visage-salon-day-spa-0011-23016422,MD,33,Veronica,Bailey,,,
,,,,Barrington,Adagio Spa,"567 Route 125, Barrington, NH 03825",https://adagiospa.com/,(603) 664-6000,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/nh/barrington/profile/spa/adagio-spa-0051-16001095,NH,34,Jules,D'Antilio,,,
,,,,Fullerton,Imperial Spa,"1885 N Euclid St, Fullerton, CA 92835",http://www.theimperialspa.com,(714) 871-1500,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/fullerton/profile/spa/imperial-spa-1126-42286,CA,34,Sharon,Kea,,,
,,,,Walnut Creek,Miracullum Spa,"1355 N Main St, Walnut Creek, CA 94596-4602",http://www.miracullum.com,(925) 943-6146,info@miracullum.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/walnut-creek/profile/spa/miracullum-spa-1116-28080,CA,34,Jolanta,Omski,,,
,,,,Montchanin,Inn at Montchanin Village & Spa,"528 Montchanin Rd, Montchanin, DE 19710",http://montchanin.com,"(800) 269-2473, (302) 888-4205,(302) 888-2133",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/de/montchanin/profile/spa/inn-at-montchanin-village-spa-0251-92008957,DE,34,Vera,Palmatary,,,
,,,,Glenwood Springs,Yampah Spa Salon,"709 E 6th St, Glenwood Springs, CO 81601-3113",http://www.yampahspa.com,(970) 945-0667,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/co/glenwood-springs/profile/spa/yampah-spa-salon-0805-34007446,CO,34,Patsy,Steele,,,
,,,,Brookfield,Salon Medusa,"15060 W Greenfield Ave Ste 106, Brookfield, WI 53005-7061",http://salonmedusa.net,(262) 789-0545,medusamail@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/wi/brookfield/profile/spa/salon-medusa-0694-44013394,WI,34,Laura,Dillion,,,
,,,,Fullerton,Imperial Spa,"1885 N Euclid St, Fullerton, CA 92835",http://www.theimperialspa.com,(714) 871-1500,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/fullerton/profile/spa/imperial-spa-1126-42286,CA,35,Sharon,Kea,,,
,,,,Phoenix,Suddenly Slimmer Med Spa,"3313 E Indian School Rd, Phoenix, AZ 85018-5013",https://www.suddenlyslimmer.com,(602) 952-8446,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/phoenix/profile/spa/suddenly-slimmer-med-spa-1126-36005855,AZ,35,Mrs. Jana,Marcelino,,,
,,,,Rockford,WM Day Spa Salon,"6555 Lexus Dr., Rockford, IL 61108-3015",http://www.wmdayspa.com,"(877) 398-4000,(815) 398-4000",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/rockford/profile/spa/wm-day-spa-salon-0654-22001406,IL,35,Howard,Morris,,,
,,,,Cadiz,Just Your Style Salon & Day Spa,"294 Main Street, Cadiz, KY 42211-9155",,(270) 522-3882,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ky/cadiz/profile/spa/just-your-style-salon-day-spa-0573-37024647,KY,35,Loneda,Muller,,,
,,,,Peoria,Images At San Marcos Salon & Day Spa,"26838 N 84th Ave, Peoria, AZ 85383-3887",http://www.imagesatsanmarcos.com,"(480) 917-3553,(480) 917-3553",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/peoria/profile/spa/images-at-san-marcos-salon-day-spa-1126-18003269,AZ,36,Tammy,Griffin,,,
,,,,Winnetka,Bella's Skin Care & Day Spa,"810 Chestnut Ct, Winnetka, IL 60093",http://www.bellas-dayspa.com/,(847) 501-2910,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/winnetka/profile/spa/bellas-skin-care-day-spa-0654-90025970,IL,36,Bella,Kaminsky,,,
,,,,Minnetonka,Mask Hair Designs & Day Spa,"11012 Greenbrier Rd, Minnetonka, MN 55305-3476",http://www.maskspa.com,(952) 545-0044,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mn/minnetonka/profile/spa/mask-hair-designs-day-spa-0704-96095548,MN,36,Michael,Krier,,,
,,,,Ridgefield,Adam Broderick Salon & Spa,"89 Danbury Rd, Ridgefield, CT 06877-4003",http://www.adambroderick.com,"(203) 267-7000,(203) 431-3994",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ct/ridgefield/profile/spa/adam-broderick-salon-spa-0111-25002913,CT,37,Adam,Broderick,,,
,,,,Fayetteville,Tramps Salon & Day Spa,"716 W Sycamore, Fayetteville, AR 72701",http://trampssalon.com/,"(479) 521-4450,(479) 521-0719",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ar/fayetteville/profile/spa/tramps-salon-day-spa-0935-90267213,AR,37,,,,,
,,,,Desert-hot-springs,We Care Spa,"18000 Long Canyon Rd, Desert Hot Springs, CA 92241-8602",https://wecarespa.com,(800) 888-2523,emarianne@wecarespa.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/desert-hot-springs/profile/spa/we-care-spa-1066-850072553,CA,37,Susan,,,,
,,,,Phoenix,Sensations Salon & Body Works,"7575 N. 16th Street, Phoenix, AZ 85020",http://www.sensations-salon.com,(602) 395-0024,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/phoenix/profile/spa/sensations-salon-body-works-1126-36007265,AZ,38,Hannelore,Porter,,,
,,,,Indianapolis,Transformations,"8083 Madison Avenue #A, Indianapolis, IN 46227-6005",http://www.transformationssalonandspa.com,(317) 882-1773,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/in/indianapolis/profile/spa/transformations-0382-20001496,IN,38,Vivian,Vandivier,,,
,,,,Tucson,Greenspring Medical Aesthetics,"2870 E Skyline Dr Ste 100Tucson, AZ 85718-8006",http://www.greenspringaesthetics.com/,(520) 529-9665,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/tucson/profile/spa/greenspring-medical-aesthetics-1286-20924,AZ,39,Alexander,Cadoux,,,
,,,,Wheaton,Frank Gironda Salon & Day Spa,"21 Town Sq, Wheaton, IL 60189-3829",http://www.frankgironda.com,"(630) 588-7590,(630) 653-5700",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/wheaton/profile/spa/frank-gironda-salon-day-spa-0654-70000847,IL,39,Chris,Damolaris,,,
,,,,Belvidere,Ashley's Salon & Day Spa,"1107 N State St, Belvidere, IL 61008-2019",http://www.ashleyssalonanddayspa.com,(815) 547-5757,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/belvidere/profile/spa/ashleys-salon-day-spa-0654-88099079,IL,40,Darlene,Faulkner,,,
,,,,Chicago,Channing's Studio & Spa,"67 E Oak Street Suite 3W, Chicago, IL 60611-1298",http://www.channings.com,"(800) 280-1995,(312) 280-1994",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/chicago/profile/spa/channings-studio-spa-0654-12003019,IL,40,Megan,Gianopulos,,,
,,,,Fairview Park,PJ's Day Spa,"20400 Lorain Rd, Fairview Park, OH 44126-3422",http://www.pjsdayspa.com,(440) 333-1244,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/oh/fairview-park/profile/spa/pjs-day-spa-0312-39000787,OH,40,Peter,Holick,,,
,,,,Sierra Vista,Visage European Fusion Day Spa,"522 W Fry Blvd, Sierra Vista, AZ 85635-1737",http://www.visageeuropeandayspa.com,(520) 459-5144,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/az/sierra-vista/profile/spa/visage-european-fusion-day-spa-1286-22774,AZ,40,Wilma,Mrosek-Richards,,,
,,,,Anchorage,Ice Spa at the Sheraton Anchorage,"401 E 6th Ave, Anchorage, AK 99501-2638",http://www.sheratonicespa.com,(907) 343-3171,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ak/anchorage/profile/spa/ice-spa-at-the-sheraton-anchorage-1296-22537965,AK,40,Julie,Novy,,,
,,,,Osseo,Simonson's Salon & Spa,"13950 Grove Dr # 300, Osseo, MN 55311-4663",,"(763) 550-1221,(763) 746-8180",info@simonsons.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mn/osseo/profile/spa/simonsons-salon-spa-0704-50002267,MN,40,Kyle,Simonson,,,
,,,,Saint Charles,Rumors Salon & Day Spa,"1416 Harvestowne Industrial Dr, Saint Charles, MO 63304-7338",,(636) 928-1880,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/mo/saint-charles/profile/spa/rumors-salon-day-spa-0734-310248195,MO,40,,Manager,,,
,,,,Avon,Shear Artistry Day Spa & Salon,"152 R Simsbury Rd Bldg 9, Avon, CT 06001-3736",http://www.shearartistrydayspa.com,(860) 676-9667,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ct/avon/profile/spa/shear-artistry-day-spa-salon-0111-14000724,CT,45,Janina,Cummings,,,
,,,,Chicago,Bettye O. Day Spa,"1424 E 53rd St # 304, Chicago, IL 60615-4553",http://www.bettyeodayspa.com,"(800) 262-6104,(773) 752-3600",,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/il/chicago/profile/spa/bettye-o-day-spa-0654-12011714,IL,45,Bettye,Odom,,,
,,,,Thermopolis,Hot Springs Hotel and Spa,"115 E Park St, Thermopolis, WY 82443",http://www.thermopolishotspringshotel.com/,(307) 864-3131,307hotspringshotel@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/wy/thermopolis/profile/spa/hot-springs-hotel-and-spa-0805-46135331,WY,45,Angie,White,,,
,,,,Palo-alto,Watercourse Way Bathhouse Spa,"165 Channing Avene, Palo Alto, CA 94301",http://watercourseway.com,(650) 462-2000,,,,,,,,,,,,,,,,,,,,,,,,,,Spa,,,,,,https://www.bbb.org/us/ca/palo-alto/profile/spa/watercourse-way-bathhouse-spa-1216-241240,CA,47,Sue,Nightingale,,,
